H:\Projects\ZLQ\Demo\pythonProject\.venv\Scripts\python.exe H:\Projects\ZLQ\Demo\pythonProject\socket_demo.py 
Serving on ('127.0.0.1', 6868)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/winkR: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/winkR: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/winkR: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/winkR: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/winkR: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/winkR: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/blink: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/blink: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/blink: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/blink: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/blink: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/blink: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/blink: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/blink: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/blink: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/blink: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /com/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
Received from /fac/eyeAct/neutral: (1.0,)
Received from /fac/uAct/neutral: (0.0,)
Received from /fac/lAct/neutral: (0.0,)
